objectName,markerName,markerPosX,markerPosY,markerPosZ
Wand,Wand1,169.22049155889107,9.006328487471748,25.508857918038
Wand,Wand2,-70.82154476047528,9.782258005920426,25.87910771061975
Wand,Wand3,9.081001133142166,9.632199759882042,26.469973135974488
Wand,Wand4,8.62097089694916,249.99831083220647,25.94914356524969
Wand,Wand5,8.874357526126584,129.86810509646335,26.29349866599447
large-4-marker,large-4-marker1,-1776.8210281275014,141.47253938626,768.130284183892
large-4-marker,large-4-marker2,-1948.913518630502,368.8719434090905,767.7759966336769
large-4-marker,large-4-marker3,-2247.5205116342686,272.0725057823126,767.8756191087006
large-4-marker,large-4-marker4,-2077.766771955326,-55.51898487222823,767.7991887482859
