cameraIndex,cameraName,cameraUserId,cameraDisplayName,positionX,positionY,radius,weight,centroidIndex
0,Vero v2.2 (2123114),0,,,,,,
1,Vero v2.2 (2123135),6,,1047.6980675433722,340.0334259430759,11.29657083048055,1.0,0
2,Vero v2.2 (2123141),3,,425.93796558598257,148.59490084985836,8.154801261742142,1.0,0
2,Vero v2.2 (2123141),3,,1013.0,898.5,0.7071067811865476,1.0,1
2,Vero v2.2 (2123141),3,,996.5,911.1818181818181,1.4388356173949468,1.0,2
2,Vero v2.2 (2123141),3,,1011.0,913.375,0.9842509842514764,1.0,3
2,Vero v2.2 (2123141),3,,999.5,915.0,0.7071067811865476,1.0,4
2,Vero v2.2 (2123141),3,,1005.0,915.5,0.7071067811865476,1.0,5
2,Vero v2.2 (2123141),3,,995.25,918.0,0.6123724356957945,1.0,6
2,Vero v2.2 (2123141),3,,1004.3333333333334,918.6666666666666,1.1055415967851334,1.0,7
2,Vero v2.2 (2123141),3,,1022.4,921.0,0.6928203230275509,1.0,8
2,Vero v2.2 (2123141),3,,1004.4166666666666,921.6666666666666,0.9646530752325188,1.0,9
2,Vero v2.2 (2123141),3,,1009.0,922.2,0.565685424949238,1.0,10
2,Vero v2.2 (2123141),3,,1004.0,924.6666666666666,0.6666666666666666,1.0,11
2,Vero v2.2 (2123141),3,,1001.0,934.6666666666666,0.6666666666666666,1.0,12
3,Vero v2.2 (2126903),2,,479.371875,25.273958333333333,1.974414250339691,1.0,0
3,Vero v2.2 (2126903),2,,1736.1611047180668,32.567318757192176,1.585867673099518,1.0,1
3,Vero v2.2 (2126903),2,,1713.789314516129,38.10685483870968,1.5171334128130174,1.0,2
3,Vero v2.2 (2126903),2,,456.3567588325653,43.49846390168971,2.1313555720758437,1.0,3
3,Vero v2.2 (2126903),2,,1731.8506493506493,44.27056277056277,1.3156968737235017,1.0,4
3,Vero v2.2 (2126903),2,,872.5506651777044,63.94664012429598,8.270201984275674,1.0,5
3,Vero v2.2 (2126903),2,,1723.4606741573034,89.58889623265037,1.773046179568314,1.0,6
3,Vero v2.2 (2126903),2,,467.6844341444573,97.5519505600618,2.121355911760084,1.0,7
3,Vero v2.2 (2126903),2,,1709.7663335895465,99.42659492697925,1.6351280377524582,1.0,8
3,Vero v2.2 (2126903),2,,1737.5227606461087,106.48751835535977,1.6791378775325987,1.0,9
3,Vero v2.2 (2126903),2,,1716.5498857578066,115.08453922315309,1.624544521833008,1.0,10
3,Vero v2.2 (2126903),2,,474.1290697674419,137.83178294573642,2.1597109995243016,1.0,11
3,Vero v2.2 (2126903),2,,1695.921889616464,190.77034611786718,2.0973044997027936,1.0,12
3,Vero v2.2 (2126903),2,,413.5609756097561,691.4878048780488,1.0896735562774964,1.0,13
3,Vero v2.2 (2126903),2,,403.75,695.0,0.6123724356957945,1.0,14
3,Vero v2.2 (2126903),2,,400.8181818181818,696.0,0.9181368125783708,1.0,15
3,Vero v2.2 (2126903),2,,397.3448275862069,697.0,1.001782003195445,1.0,16
3,Vero v2.2 (2126903),2,,393.3888888888889,698.0,0.9590375834240038,1.0,17
3,Vero v2.2 (2126903),2,,403.90909090909093,698.2727272727273,1.1354541815269816,1.0,18
3,Vero v2.2 (2126903),2,,390.5,699.0,0.8660254037844386,1.0,19
3,Vero v2.2 (2126903),2,,401.7142857142857,699.0,0.6388765649999399,1.0,20
3,Vero v2.2 (2126903),2,,386.7142857142857,700.0,0.6388765649999399,1.0,21
3,Vero v2.2 (2126903),2,,399.5,700.0,0.7071067811865476,1.0,22
3,Vero v2.2 (2126903),2,,396.0,700.5,0.7071067811865476,1.0,23
3,Vero v2.2 (2126903),2,,393.6666666666667,701.0,0.6666666666666666,1.0,24
3,Vero v2.2 (2126903),2,,379.0,702.0,0.8528028654224418,1.0,25
3,Vero v2.2 (2126903),2,,387.3333333333333,702.0,0.6666666666666666,1.0,26
3,Vero v2.2 (2126903),2,,384.6,703.0,0.6928203230275509,1.0,27
3,Vero v2.2 (2126903),2,,368.3333333333333,705.0,0.6666666666666666,1.0,28
3,Vero v2.2 (2126903),2,,378.1578947368421,705.0,0.9473684210526315,1.0,29
3,Vero v2.2 (2126903),2,,365.3333333333333,706.0,0.9428090415820634,1.0,30
3,Vero v2.2 (2126903),2,,1178.625,867.0,0.6846531968814576,1.0,31
3,Vero v2.2 (2126903),2,,1173.5,869.0,0.7071067811865476,1.0,32
3,Vero v2.2 (2126903),2,,1171.35,870.0,0.6745368781616021,1.0,33
3,Vero v2.2 (2126903),2,,1168.840909090909,871.0,0.7350437103998286,1.0,34
3,Vero v2.2 (2126903),2,,1166.357142857143,872.0,0.6776309271789384,1.0,35
3,Vero v2.2 (2126903),2,,1164.4102564102564,873.0,0.6956235880128481,1.0,36
3,Vero v2.2 (2126903),2,,1161.5,874.0,0.7071067811865476,1.0,37
3,Vero v2.2 (2126903),2,,1159.6666666666667,875.0,0.6666666666666666,1.0,38
3,Vero v2.2 (2126903),2,,1578.2424242424242,934.1818181818181,0.8153711543681036,1.0,39
3,Vero v2.2 (2126903),2,,1580.5204081632653,937.0714285714286,1.0197957345835909,1.0,40
3,Vero v2.2 (2126903),2,,1575.0,942.7906976744187,0.5753170640396736,1.0,41
3,Vero v2.2 (2126903),2,,625.2352941176471,1015.0,0.5998846486579746,1.0,42
3,Vero v2.2 (2126903),2,,620.5769230769231,1017.0,0.6986885432532672,1.0,43
3,Vero v2.2 (2126903),2,,634.4,1022.0,0.6928203230275509,1.0,44
4,Vero v2.2 (2126905),4,,624.577317904447,13.25894406008286,9.494622372285953,1.0,0
5,Vero v2.2 (2126908),7,,1617.1727154177952,462.87826261410373,8.89994627263312,1.0,0
6,Vero v2.2 (2133382),5,,993.4999930634555,826.4332357592741,15.091991254458096,1.0,0
7,Vero v2.2 (2133427),1,,1916.3472222222222,221.56944444444446,0.9714282472247617,1.0,0
7,Vero v2.2 (2133427),1,,1904.560975609756,223.0,0.7018290034116175,1.0,1
7,Vero v2.2 (2133427),1,,1905.0980392156862,237.7450980392157,0.7461293172721745,1.0,2
7,Vero v2.2 (2133427),1,,1921.7666666666667,240.23333333333332,0.8459051693633013,1.0,3
7,Vero v2.2 (2133427),1,,737.2478604344964,247.8977397410577,4.252089721488894,1.0,4
7,Vero v2.2 (2133427),1,,1873.5793991416308,257.931330472103,1.282709054595892,1.0,5
7,Vero v2.2 (2133427),1,,1880.7171717171718,289.44276094276097,1.5710327304667182,1.0,6
7,Vero v2.2 (2133427),1,,570.5,374.0,0.7071067811865476,1.0,7
7,Vero v2.2 (2133427),1,,548.3689320388349,375.45631067961165,1.4315039316944895,1.0,8
7,Vero v2.2 (2133427),1,,559.625,387.0,0.6846531968814576,1.0,9
7,Vero v2.2 (2133427),1,,535.8571428571429,393.14285714285717,0.6998542122237652,1.0,10
7,Vero v2.2 (2133427),1,,553.9230769230769,394.15384615384613,0.6343239424027168,1.0,11
7,Vero v2.2 (2133427),1,,549.2745098039215,396.2549019607843,1.3980818407824225,1.0,12
7,Vero v2.2 (2133427),1,,549.3,399.0,0.6480740698407861,1.0,13
7,Vero v2.2 (2133427),1,,923.5,444.0,0.7071067811865476,1.0,14
7,Vero v2.2 (2133427),1,,931.875,445.0,0.46770717334674267,1.0,15
7,Vero v2.2 (2133427),1,,900.6666666666666,454.0,0.6666666666666666,1.0,16
7,Vero v2.2 (2133427),1,,913.6,456.0,0.8640987597877147,1.0,17
7,Vero v2.2 (2133427),1,,924.25,463.0,0.6123724356957945,1.0,18
7,Vero v2.2 (2133427),1,,898.3846153846154,466.0,0.8837788686981584,1.0,19
7,Vero v2.2 (2133427),1,,942.7777777777778,466.0,0.5879447357921315,1.0,20
7,Vero v2.2 (2133427),1,,955.25,468.0,0.6123724356957945,1.0,21
7,Vero v2.2 (2133427),1,,921.75,470.0,0.9354143466934853,1.0,22
7,Vero v2.2 (2133427),1,,946.1351351351351,474.0,0.9952406832174038,1.0,23
7,Vero v2.2 (2133427),1,,964.8333333333334,477.0,0.7817359599705715,1.0,24
7,Vero v2.2 (2133427),1,,901.8529411764706,488.0,0.9781346557832876,1.0,25
7,Vero v2.2 (2133427),1,,1348.423076923077,560.0,0.6986885432532673,1.0,26
7,Vero v2.2 (2133427),1,,1344.6101694915253,561.0,0.6897284728601968,1.0,27
7,Vero v2.2 (2133427),1,,1349.2439024390244,562.7073170731708,0.8847979096203441,1.0,28
7,Vero v2.2 (2133427),1,,598.5714285714286,651.0,0.6998542122237652,1.0,29
7,Vero v2.2 (2133427),1,,882.5,701.0,0.7071067811865476,1.0,30
7,Vero v2.2 (2133427),1,,1361.625,728.0,0.6846531968814576,1.0,31
7,Vero v2.2 (2133427),1,,1360.1923076923076,730.1410256410256,0.7435897435897436,1.0,32
7,Vero v2.2 (2133427),1,,1349.968253968254,755.0,0.9748668274783547,1.0,33
7,Vero v2.2 (2133427),1,,788.9473684210526,1068.0526315789473,0.4465937565388723,1.0,34
8,Vero v2.2 (2137246),11,,1059.5,400.0,0.7071067811865476,1.0,0
8,Vero v2.2 (2137246),11,,1063.96,400.48,1.475127113166862,1.0,1
8,Vero v2.2 (2137246),11,,1070.0,401.0,0.8944271909999159,1.0,2
8,Vero v2.2 (2137246),11,,1074.6666666666667,401.0,0.6666666666666666,1.0,3
8,Vero v2.2 (2137246),11,,1147.5900257783067,981.1522903033908,5.761328728899683,1.0,4
9,Vero v2.2 (2137258),10,,1166.0673218292966,560.6435193066625,14.314221691092783,1.0,0
10,Vero v2.2 (2137262),9,,,,,,
11,Vero v2.2 (2142111),12,,944.4762476125178,65.9356481708213,8.122269946966085,1.0,0
11,Vero v2.2 (2142111),12,,1283.75,561.0,1.1726039399558574,1.0,1
11,Vero v2.2 (2142111),12,,1333.5,777.0,0.7071067811865476,1.0,2
12,Vero v2.2 (2142614),8,,,,,,
