markerName,markerPosX,markerPosY,markerPosZ
unlabeled,452.9663518567767,492.6534038498388,728.299042196114
unlabeled,408.6128925953774,526.9639479927457,722.5617839153817
unlabeled,433.67342975607454,560.3076748286312,716.1716453402535
unlabeled,472.186530406248,545.0175710339151,722.4157174698711
